All OJ,Problem Title,CP4+5,Hint,DACU,Point,Solved
10342,Fetching from uHunt,"4.5b, APSP, Variants","Floyd-Warshall to get APSP values; to get the second best shortest path, try to make a single mistake",,0.0,false
10987,Fetching from uHunt,"4.5b, APSP, Variants","creative usage of Floyd-Warshall algorithm; if we can detour without increasing cost, then delete the direct edge",,0.0,false
arbitrage,arbitrage,"4.5b, APSP, Variants",arbitrage problem; similar to UVa 00104 and 00436,324,3.3,false
kastenlauf,kastenlauf,"4.5b, APSP, Variants",n ≤ 100; Warshall's transitive closure problem,713,3.8,false
secretchamber,secretchamber,"4.5b, APSP, Variants",LA 8047 - WorldFinals RapidCity17; Warshall's transitive closure; also available at UVa 01757 - Secret Chamber ...,1187,2.2,false
00452,Fetching from uHunt,"4.7a, S/Longest Paths on DAG",LONGEST-PATH on DAG,,0.0,false
10350,Fetching from uHunt,"4.7a, S/Longest Paths on DAG",shortest paths; implicit DAG; DP,,0.0,false
fibtour,fibtour,"4.7a, S/Longest Paths on DAG",only ~90 Fibonacci numbers not more than 10^18; LONGEST-PATH on DAG problem; special case for first two Fibonacci number...,105,6.4,false
lc0064,to replace with LeetCode link soon...,"4.7a, S/Longest Paths on DAG",basic SSSP on DAG; top-100-liked; top-interview-150,0,4.0,false
mravi,mravi,"4.7a, S/Longest Paths on DAG",reverse edge directions to change the input tree into a DAG; find longest path from leaf that contains ant to root,197,2.7,false
safepassage,safepassage,"4.7a, S/Longest Paths on DAG","SSSP; implicit DAG; s: (cloak_pos, bitmask); try all ways to go back and forth between gate and dorm; report minimum",387,4.9,false
10544,Fetching from uHunt,"4.7b, Counting Paths, Easier",counting paths in implicit DAG,,0.0,false
11569,Fetching from uHunt,"4.7b, Counting Paths, Easier",determine the length of one of the longest paths and then count the number of such longest paths in DAG,,0.0,false
compositions,compositions,"4.7b, Counting Paths, Easier","LA 7365 - Greater NY15; s: (N_left); t: try all values, skip some numbers",160,2.3,false
lc0062,to replace with LeetCode link soon...,"4.7b, Counting Paths, Easier",counting paths; DAG; leetcode-75; top-100-liked,0,4.0,false
robotsonagrid,robotsonagrid,"4.7b, Counting Paths, Easier",counting paths in implicit DAG,147,4.3,false
runningsteps,runningsteps,"4.7b, Counting Paths, Easier","LA 7360 - Greater NY15; s: (leg, l2, r2, l1, r1); t: left/right leg 1/2 steps; use unordered_map as memo table; use prun...",168,2.6,false
scenes,scenes,"4.7b, Counting Paths, Easier","s: (pos, ribbon_left); t: try all possible heights; ignore the flat scenes first and subtract those cases at the end",407,3.6,false
00590,Fetching from uHunt,"4.7c, Conversion to DAG",s: (pos; day_left),,0.0,false
10913,Fetching from uHunt,"4.7c, Conversion to DAG",s: (r; c; neg_left; stat); t: down/(left/right),,0.0,false
12875,Fetching from uHunt,"4.7c, Conversion to DAG",LA 6853 - Bangkok14; similar to UVa 10702; s: (cur_store; cur_concert); t: pick any next store for next concert,,0.0,false
cardmagic,cardmagic,"4.7c, Conversion to DAG","s: (deck, tgt_left); t: val 1 to K ≤ tgt_left",133,3.9,false
drinkresponsibly,drinkresponsibly,"4.7c, Conversion to DAG","s: (cur_drink, money_left, u_left); be careful with precision errors; print solution",98,4.2,false
maximizingwinnings,maximizingwinnings,"4.7c, Conversion to DAG","separate the maximizing and minimizing problem; s: (cur_room, turns_left); t: go to other room or stay",193,3.9,false
00536,Fetching from uHunt,"4.7d, Tree",reconstructing binary tree from preorder and inorder binary tree traversal,,0.0,false
11695,Fetching from uHunt,"4.7d, Tree",cut the worst edge along the tree diameter; link two centers; also available at Kattis - flight,,0.0,false
12347,Fetching from uHunt,"4.7d, Tree",given pre-order traversal of a BST; use BST property to get the BST; output the post-order traversal that BST,,0.0,false
12379,Fetching from uHunt,"4.7d, Tree",find the diameter of tree first; we only traverse the diameter once and we traverse the other edges twice,,0.0,false
adjoin,adjoin,"4.7d, Tree",the key parts are finding tree diameter and its center (along that diameter); also see UVa 11695,373,5.3,false
flight,flight,"4.7d, Tree",cut the worst edge along the tree diameter; link two centers; also available at UVa 11695 - Flight Planning,46,6.3,false
lc1466,to replace with LeetCode link soon...,"4.7d, Tree",create undirected tree; traverse from the root 0 to identify the answers; leetcode-75,0,4.0,false
tourists,tourists,"4.7d, Tree",APSP on Tree (special requirements); LCA,431,3.8,false
00670,Fetching from uHunt,"4.7e, Bipartite Graph",MCBM,,0.0,false
11138,Fetching from uHunt,"4.7e, Bipartite Graph",a pure MCBM problem,,0.0,false
12644,Fetching from uHunt,"4.7e, Bipartite Graph",classic MCBM problem wrapped inside a creative problem statement,,0.0,false
12668,Fetching from uHunt,"4.7e, Bipartite Graph",LA 6525 - LatinAmerica13; split rows/columns due to the presence of pawns; then run MCBM,,0.0,false
bookclub,bookclub,"4.7e, Bipartite Graph",check if perfect MCBM is possible,307,4.5,false
escapeplan,escapeplan,"4.7e, Bipartite Graph",left set: robots; right set: holes; 3 version of similar bipartite graphs; MCBM,98,5.7,false
flippingcards,flippingcards,"4.7e, Bipartite Graph",left set: n card numbers; right set: 2*n picture numbers; possible if MCBM = n; need fast algorithm,169,7.0,false
00291,Fetching from uHunt,"4.7f, Eulerian Graph",Euler tour on a small graph; backtracking is sufficient,,0.0,false
10054,Fetching from uHunt,"4.7f, Eulerian Graph",printing the Euler tour,,0.0,false
10203,Fetching from uHunt,"4.7f, Eulerian Graph",the underlying graph is Euler graph,,0.0,false
10596,Fetching from uHunt,"4.7f, Eulerian Graph",Euler Graph property check,,0.0,false
catenyms,catenyms,"4.7f, Eulerian Graph",Euler graph property check; 26 vertices; directed non simple graph; printing the Euler tour in lexicographic order,67,7.1,false
eulerianpath,eulerianpath,"4.7f, Eulerian Graph",Euler graph property check; directed graph; printing the Euler tour,219,5.6,false
railroad2,railroad2,"4.7f, Eulerian Graph",x-shaped level junctions have even degrees - ignore X; y-shaped switches have degree 3 - Y has to be even,2188,1.4,false
lc0102,to replace with LeetCode link soon...,"4.7g, BT Exercises, H",BFS; expand frontier; top-100-liked; top-interview-150,0,4.0,false
lc0111,to replace with LeetCode link soon...,"4.7g, BT Exercises, H",BFS until there is a leaf,0,2.0,false
lc0199,to replace with LeetCode link soon...,"4.7g, BT Exercises, H",BFS; last item per level; leetcode-75; top-100-liked; top-interview-150,0,4.0,false
lc0429,to replace with LeetCode link soon...,"4.7g, BT Exercises, H",BFS on n-ary tree,0,4.0,false
lc1161,to replace with LeetCode link soon...,"4.7g, BT Exercises, H",BFS; max level sum; leetcode-75,0,4.0,true
lc1609,to replace with LeetCode link soon...,"4.7g, BT Exercises, H",BFS; with custom ordering rules,0,4.0,false
12004,Fetching from uHunt,"5.2a, Finding Formula, Easier",try small n; get the pattern; use long long,,0.0,false
12918,Fetching from uHunt,"5.2a, Finding Formula, Easier",sum of arithmetic progression; long long,,0.0,false
averageshard,averageshard,"5.2a, Finding Formula, Easier",find O(n) formula; also see Kattis - averageseasy,605,2.6,false
bishops,bishops,"5.2a, Finding Formula, Easier",chess pattern involving bishops; from IPSC 2004,1185,2.2,false
crne,crne,"5.2a, Finding Formula, Easier",simulate cutting process on small numbers; get formula,477,2.5,false
lc1523,to replace with LeetCode link soon...,"5.2a, Finding Formula, Easier",simple formula; inclusion-exclusion; programming-skills,0,2.0,true
lc2413,to replace with LeetCode link soon...,"5.2a, Finding Formula, Easier",a simple number theory; n or 2n,0,2.0,true
twostones,twostones,"5.2a, Finding Formula, Easier",just check odd or even,15317,1.3,false
10161,Fetching from uHunt,"5.2b, Finding Formula, Harder",sqrt and ceil,,0.0,false
11038,Fetching from uHunt,"5.2b, Finding Formula, Harder",define a function f that counts the number of 0s from 1 to n; also available at Kattis - howmanyzeros,,0.0,false
11718,Fetching from uHunt,"5.2b, Finding Formula, Harder",convert loops to a closed form formula; use modPow to compute the results,,0.0,false
lc0781,to replace with LeetCode link soon...,"5.2b, Finding Formula, Harder","count the answer frequencies; for each answer k, group the rabbits into size k+1",0,4.0,false
mortgage,mortgage,"5.2b, Finding Formula, Harder",geometric progression; divergent but finite; special case when r = 1.0 (no interest),51,7.9,false
neighborhoodwatch,neighborhoodwatch,"5.2b, Finding Formula, Harder",sum of AP; inclusion-exclusion,319,3.1,false
nine,nine,"5.2b, Finding Formula, Harder",find the required formula,681,3.2,false
00389,Fetching from uHunt,"5.2c, Base Number Conversion",use Java Integer class,,0.0,false
11952,Fetching from uHunt,"5.2c, Base Number Conversion",check base 2 to 18; special case for base 1,,0.0,false
allaboutthatbase,allaboutthatbase,"5.2c, Base Number Conversion",check base 1 to 36; base 1 is special; Big Integer,927,2.9,false
arithmetic,arithmetic,"5.2c, Base Number Conversion",conversion of octal (per 4 bits) to hexa (per 3 bits); be careful with leading zeroes,726,3.9,false
basicremains,basicremains,"5.2c, Base Number Conversion",also involving Big Integer modulo; also available at UVa 10551 - Basic Remains,174,3.4,false
lc0067,to replace with LeetCode link soon...,"5.2c, Base Number Conversion",convert a and b from bin to dec; add them; convert back; programming-skills; top-interview-150,0,2.0,false
oktalni,oktalni,"5.2c, Base Number Conversion",convert each 3-bits of binary strings to octal; Big Integer,634,1.8,false
00575,Fetching from uHunt,"5.2d, Base Number Variants",base modification,,0.0,false
10931,Fetching from uHunt,"5.2d, Base Number Variants",convert decimal to binary; count number of 1s,,0.0,false
11121,Fetching from uHunt,"5.2d, Base Number Variants",search for the term 'negabinary',,0.0,false
aliennumbers,aliennumbers,"5.2d, Base Number Variants",source base to decimal; decimal to target base,1050,2.1,false
ignore,ignore,"5.2d, Base Number Variants",actually a base 7 conversion problem as only 7 digits are meaningful when rotated,268,3.2,false
lc2595,to replace with LeetCode link soon...,"5.2d, Base Number Variants",convert n from base 10 to 2; process,0,2.0,false
mixedbasearithmetic,mixedbasearithmetic,"5.2d, Base Number Variants",mix of base 10 and two versions of base 26,54,5.9,false
00443,Fetching from uHunt,"5.2e, Number Systems/Seqs",try all 2^i * 3^j * 5^k * 7^l; sort,,0.0,false
11970,Fetching from uHunt,"5.2e, Number Systems/Seqs",square numbers; divisibility; brute force,,0.0,false
candlebox,candlebox,"5.2e, Number Systems/Seqs",sum of arithmetic series [1..N]; -6 for Rita or -3 for Theo; brute force Rita's age; also available at UVa 13161 - Candl...,448,2.6,false
collatz,collatz,"5.2e, Number Systems/Seqs",similar to UVa 00694; just do as asked,757,3.7,false
lc3099,to replace with LeetCode link soon...,"5.2e, Number Systems/Seqs",compute sum of digits; check as asked,0,2.0,false
permutedarithmeticsequence,permutedarithmeticsequence,"5.2e, Number Systems/Seqs",sort differences of adjacent items,1262,2.0,false
rationalsequence,rationalsequence,"5.2e, Number Systems/Seqs",pattern finding; tree traversal on a special tree,458,4.6,false
11384,Fetching from uHunt,"5.2f, Log, Exp, Pow",find the smallest power of two greater than n; can be solved easily using ceil(eps log2(n)),,0.0,false
11847,Fetching from uHunt,"5.2f, Log, Exp, Pow",O(1) math formula exists: floor(log2(n)),,0.0,false
cokolada,cokolada,"5.2f, Log, Exp, Pow",the answers involve powers of two and a simulation,605,2.2,false
factstone,factstone,"5.2f, Log, Exp, Pow",use logarithm; power; also available at UVa 10916 - Factstone Benchmark,200,3.6,false
lc0231,to replace with LeetCode link soon...,"5.2f, Log, Exp, Pow",n ≤ 0 is False; log2 and exp test,0,2.0,false
lemonadetrade,lemonadetrade,"5.2f, Log, Exp, Pow",use log transformation technique; linear pass,82,5.3,false
thebackslashproblem,thebackslashproblem,"5.2f, Log, Exp, Pow",actually power of two,349,2.2,false
00264,Fetching from uHunt,"5.2g, Grid",grid; pattern,,0.0,false
10022,Fetching from uHunt,"5.2g, Grid",this is not an SSSP problem; find the pattern in this grid (triangle)-like system,,0.0,false
10182,Fetching from uHunt,"5.2g, Grid",grid,,0.0,false
10233,Fetching from uHunt,"5.2g, Grid",the number of items in row forms arithmetic progression series; use hypot,,0.0,false
beehouseperimeter,beehouseperimeter,"5.2g, Grid",transform the hexagonal grid like Kattis - honeyheist; flood fill from outside Alice's house; count #walls touched,155,4.0,false
honeyheist,honeyheist,"5.2g, Grid",transform the hexagonal grid input into 2D grid first; then run SSSP on unweighted graph; BFS,135,3.8,false
maptiles2,maptiles2,"5.2g, Grid",simple conversion between two grid indexing systems,1338,1.6,false
00930,Fetching from uHunt,"5.2h, Polynomial",Ruffini's rule; roots of quadratic eq,,0.0,false
10268,Fetching from uHunt,"5.2h, Polynomial",polynomial derivation; Horner's rule,,0.0,false
10302,Fetching from uHunt,"5.2h, Polynomial",use long double,,0.0,false
10586,Fetching from uHunt,"5.2h, Polynomial",compute number of prime factors of each integer in the desired range; use 1D RSQ DP; binary search,,0.0,false
ada,ada,"5.2h, Polynomial",polynomial problem; apply the given procedure recursively,346,2.8,false
curvyblocks,curvyblocks,"5.2h, Polynomial",differentiate degree 3 to degree 2 polynomial; get roots of quadratic equation; the two blocks will touch at either root...,89,4.3,false
plot,plot,"5.2h, Polynomial",analyze the given pseudocode; the required pattern involves Binomial Coefficients,210,2.5,false
00332,Fetching from uHunt,"5.2i, Fractions",use GCD,,0.0,false
00834,Fetching from uHunt,"5.2i, Fractions",do as asked,,0.0,false
12068,Fetching from uHunt,"5.2i, Fractions",involving fraction; use LCM and GCD,,0.0,false
deadfraction,deadfraction,"5.2i, Fractions",try every single possible repeating decimals; also available at UVa 10555 - Dead Fraction,153,4.9,false
fraction,fraction,"5.2i, Fractions",continued fraction to normal fraction and vice versa,154,3.8,false
mixedfractions,mixedfractions,"5.2i, Fractions",convert fraction to mixed fraction,5154,1.5,true
thermostat,thermostat,"5.2i, Fractions",convert one temperature to another; use fraction; use Java BigInteger; gcd,81,3.4,false
00496,Fetching from uHunt,"5.2j, Really Ad Hoc",set manipulation,,0.0,false
11241,Fetching from uHunt,"5.2j, Really Ad Hoc",the hardest case is computing Dew point given temperature and Humidex; derive it with Algebra,,0.0,false
12036,Fetching from uHunt,"5.2j, Really Ad Hoc",use pigeon hole principle,,0.0,false
lc0598,to replace with LeetCode link soon...,"5.2j, Really Ad Hoc",keep the largest upper-left rectangle size,0,2.0,false
matrix,matrix,"5.2j, Really Ad Hoc",use simple linear algebra; one special case when c = 0,784,3.1,false
trip,trip,"5.2j, Really Ad Hoc",be careful with precision error; also available at UVa 10137 - The Trip,103,5.5,false
yoda,yoda,"5.2j, Really Ad Hoc",ad hoc; 9 digits comparison,1607,2.1,false
00543,Fetching from uHunt,"5.3a, Prime Numbers","sieve; complete search; Goldbach's conjecture; similar to UVa 00686, 10311, and 10948",,0.0,false
01644,Fetching from uHunt,"5.3a, Prime Numbers",LA 3883 - Tokyo07; sieve; prime check; upper bound - lower bound,,0.0,false
10650,Fetching from uHunt,"5.3a, Prime Numbers",3 uni-distance consecutive primes,,0.0,false
enlarginghashtables,enlarginghashtables,"5.3a, Prime Numbers",use sieve up to 40 000; prime test numbers greater than 2n; check primality of n itself,448,3.4,false
primesieve,primesieve,"5.3a, Prime Numbers",use sieve up to 10^8; it is fast enough,865,4.5,false
reseto,reseto,"5.3a, Prime Numbers",sieve of Eratosthenes until the k-th crossing,460,2.7,false
01180,Fetching from uHunt,"5.3b, (Prob) Prime Testing",LA 2350 - Dhaka01; small prime check,,0.0,false
01210,Fetching from uHunt,"5.3b, (Prob) Prime Testing",LA 3399 - Tokyo05; simple,,0.0,false
flowergarden,flowergarden,"5.3b, (Prob) Prime Testing",Euclidean dist; small prime check; use isProbablePrime; simulation; faster solutions exist,317,4.4,false
goldbach2,goldbach2,"5.3b, (Prob) Prime Testing",simple brute force problem; use isProbablePrime; faster solutions exist,1219,2.7,false
lc2614,to replace with LeetCode link soon...,"5.3b, (Prob) Prime Testing",check primes (Java isProbablePrime works) along the diagonals,0,2.0,false
primes2,primes2,"5.3b, (Prob) Prime Testing",convert input to either base 2/8/10/16; skip those that cause NumberFormatException error; use isProbablePrime test and ...,289,4.7,false
pseudoprime,pseudoprime,"5.3b, (Prob) Prime Testing","yes if !isPrime(p) && a.modPow(p, p) = a; Big Integer; also available at UVa 11287 - Pseudoprime Numbers",347,3.5,false
00583,Fetching from uHunt,"5.3c, Finding Prime Factors",basic factorization problem,,0.0,false
11466,Fetching from uHunt,"5.3c, Finding Prime Factors",use efficient sieve implementation to get the largest prime factors,,0.0,false
12703,Fetching from uHunt,"5.3c, Finding Prime Factors",uses small Fibonacci numbers up to 40 and simple prime factorization as a and b can be non-primes,,0.0,false
12805,Fetching from uHunt,"5.3c, Finding Prime Factors",prime check; primes of format 4m-1 and 4m plus 1; simple prime factorization,,0.0,false
pascal,pascal,"5.3c, Finding Prime Factors",find lowest prime factor of N; special case: N = 1,351,3.8,false
primalrepresentation,primalrepresentation,"5.3c, Finding Prime Factors",factorization problem; use sieve to avoid TLE; use long long; 231-1 is a prime,258,5.4,false
primereduction,primereduction,"5.3c, Finding Prime Factors",factorization problem,465,3.9,false
00294,Fetching from uHunt,"5.3d, Prime Factors Functions",numDiv(N),,0.0,false
10179,Fetching from uHunt,"5.3d, Prime Factors Functions",EulerPhi(N),,0.0,true
11353,Fetching from uHunt,"5.3d, Prime Factors Functions",numPF(N); sort variant,,0.0,false
11728,Fetching from uHunt,"5.3d, Prime Factors Functions",sumDiv(N),,0.0,false
almostperfect,almostperfect,"5.3d, Prime Factors Functions",sumDiv(N)-N; minor variation,1507,3.2,false
divisors,divisors,"5.3d, Prime Factors Functions",return numDiv(nCk); but do not compute nCk directly; work with its prime factors,208,5.2,false
relatives,relatives,"5.3d, Prime Factors Functions",EulerPhi(N); also available at UVa 10299 - Relatives,231,3.8,false
10699,Fetching from uHunt,"5.3e, Modified Sieve",numDiffPF(N) for a range,,0.0,false
10990,Fetching from uHunt,"5.3e, Modified Sieve",modified sieve to compute a range of Euler Phi values; use DP to compute depth Phi values; then finally use Max 1D Range...,,0.0,false
11426,Fetching from uHunt,"5.3e, Modified Sieve",pre-calculate EulerPhi(N),,0.0,false
12043,Fetching from uHunt,"5.3e, Modified Sieve",sumDiv(N) and numDiv(N); brute force,,0.0,false
data,data,"5.3e, Modified Sieve",numDiffPF(V) for V up to N x 1000; Brute force combination/all subsets; DP Subset,68,5.9,false
farey,farey,"5.3e, Modified Sieve",pre-calculate EulerPhi(N); do prefix sum (1D RSQ) of EulerPhi(N) from 1 to each N; the answer is related to this value,257,3.6,false
nonprimefactors,nonprimefactors,"5.3e, Modified Sieve",numDiv(i) - numDiffPF(i) ∀i in the range; the I/O files are large so Buffered I/O speed is needed,389,5.6,false
10407,Fetching from uHunt,"5.3f, GCD and/or LCM",subtract the set s with s[0]; find gcd,,0.0,false
11388,Fetching from uHunt,"5.3f, GCD and/or LCM",understand the relationship of GCD with LCM,,0.0,false
11417,Fetching from uHunt,"5.3f, GCD and/or LCM",just use brute force as input is small,,0.0,false
jackpot,jackpot,"5.3f, GCD and/or LCM",similar to Kattis - smallestmultiple; use Java BigInteger or other faster solutions,379,3.2,false
lc3411,to replace with LeetCode link soon...,"5.3f, GCD and/or LCM","complete search; compute product, GCD, and LCM of all subarrays",0,2.0,false
prsteni,prsteni,"5.3f, GCD and/or LCM",GCD of first circle radius with subsequent circle radiuses,993,1.6,false
smallestmultiple,smallestmultiple,"5.3f, GCD and/or LCM",simple LCMs of all numbers; use Java BigInteger to be safe,335,3.5,false
12335,Fetching from uHunt,"5.3g, Factorial","given the k-th permutation, recover the 1st permutation; use factorial; use Java BigInteger",,0.0,false
12869,Fetching from uHunt,"5.3g, Factorial",LA 6847 - Bangkok 2014; every zero in factorial(n) is due to multiplication of factor 2 and 5; factor 2 grows faster tha...,,0.0,false
inversefactorial,inversefactorial,"5.3g, Factorial",good problem; number of digits in factorial,1059,5.3,false
loworderzeros,loworderzeros,"5.3g, Factorial",last non zero digit of factorial; classic,288,4.2,false
namethatpermutation,namethatpermutation,"5.3g, Factorial",permutation number; involving factorial,154,4.8,false
tutorial,tutorial,"5.3g, Factorial",factorial is just part of the problem; pruning,1249,2.8,false
10680,Fetching from uHunt,"5.3h, Working with PFs",use primefactors([1..N]) to get LCM(1; 2; ...; N),,0.0,false
11347,Fetching from uHunt,"5.3h, Working with PFs",prime-power factorization; numDiv(N),,0.0,false
11395,Fetching from uHunt,"5.3h, Working with PFs",key hint: a square number multiplied by powers of two; i.e. 2^k * i^2 for k >= 0; i >= 1 has odd sum of divisors,,0.0,false
consecutivesums,consecutivesums,"5.3h, Working with PFs",work with factor; sum of Arithmetic Progression series,239,5.2,false
factovisors,factovisors,"5.3h, Working with PFs",factorize m; see if it has support in n!; Legendre's formula; also available at UVa 10139 - Factovisors,373,6.4,false
iks,iks,"5.3h, Working with PFs",sieve of Eratosthenes; prime factorize each number; spread the factors around to maximize final GCD/minimize total opera...,115,3.0,false
lc0172,to replace with LeetCode link soon...,"5.3h, Working with PFs",count number of prime factor 5; top-interview-150,0,4.0,false
lc2761,to replace with LeetCode link soon...,"5.3h, Working with PFs",sieve up to 1000; do prime tests,0,4.0,false
10174,Fetching from uHunt,"5.3i, Modular Arithmetic",no Spinster number,,0.0,false
10176,Fetching from uHunt,"5.3i, Modular Arithmetic",convert binary to decimal digit by digit; do modulo 131071 to the intermediate result,,0.0,false
10212,Fetching from uHunt,"5.3i, Modular Arithmetic",multiply numbers from N down to N-M+1; use / 10 to discard the trailing zero(es); use % 1 Billion,,0.0,false
10489,Fetching from uHunt,"5.3i, Modular Arithmetic",keep values small with modulo,,0.0,false
anothercandies,anothercandies,"5.3i, Modular Arithmetic",simple modular arithmetic,1843,2.7,false
ones,ones,"5.3i, Modular Arithmetic",no factor of 2 and 5 implies that there is no trailing zero; also available at UVa 10127 - Ones,567,4.6,false
threedigits,threedigits,"5.3i, Modular Arithmetic",simulate factorial computation; remove trailing zeroes; keep many last few non-zero digits using modulo,289,5.9,false
10090,Fetching from uHunt,"5.3j, Extended Euclid",use solution for Linear Diophantine Equation,,0.0,false
10104,Fetching from uHunt,"5.3j, Extended Euclid",pure Ext Euclid problem,,0.0,false
10633,Fetching from uHunt,"5.3j, Extended Euclid","let C = N-M, N = 10a+b, and M = a; Linear Diophantine Equation: 9a+b = C",,0.0,false
10673,Fetching from uHunt,"5.3j, Extended Euclid",uses Extended Euclidean,,0.0,false
candydistribution,candydistribution,"5.3j, Extended Euclid","the problem boils down to finding C-1 (mod K); be careful when the answer is ""IMPOSSIBLE"" or ≤ K",199,4.9,false
modulararithmetic,modulararithmetic,"5.3j, Extended Euclid",the division operation requires modular inverse; use Extended Euclidean algorithm,333,2.9,false
soyoulikeyourfoodhot,soyoulikeyourfoodhot,"5.3j, Extended Euclid",Linear Diophantine Equation; still solvable with brute force,103,5.2,false
10922,Fetching from uHunt,"5.3k, Divisibility Test",test divisibility by 9,,0.0,false
10929,Fetching from uHunt,"5.3k, Divisibility Test",test divisibility by 11,,0.0,false
11344,Fetching from uHunt,"5.3k, Divisibility Test",use divisibility theory of [1..12],,0.0,false
divisible,divisible,"5.3k, Divisibility Test",divisibility; linear pass algorithm,327,4.3,false
lc1952,to replace with LeetCode link soon...,"5.3k, Divisibility Test",divisibility test up to sqrt of n,0,2.0,true
meowfactor,meowfactor,"5.3k, Divisibility Test",divisibility test of 9^ans; small range of ans,310,3.5,false
thinkingofanumber,thinkingofanumber,"5.3k, Divisibility Test",simple range; use min/max properly; then small divisibility tests,379,3.8,false
00763,Fetching from uHunt,"5.4a, Fibonacci Numbers",Zeckendorf representation; greedy; Big Integer,,0.0,false
10689,Fetching from uHunt,"5.4a, Fibonacci Numbers",easy; Pisano period,,0.0,false
anti11,anti11,"5.4a, Fibonacci Numbers",this problem degenerates into a modified Fibonacci numbers,518,2.7,false
batmanacci,batmanacci,"5.4a, Fibonacci Numbers",Fibonacci; observation on N; Divide and Conquer,331,3.8,false
lc0070,to replace with LeetCode link soon...,"5.4a, Fibonacci Numbers",basically compute Fib(n+1); DP; top-100-liked; top-interview-150,0,2.0,false
lc1137,to replace with LeetCode link soon...,"5.4a, Fibonacci Numbers",basic Tribonacci; DP; leetcode-75,0,2.0,true
rijeci,rijeci,"5.4a, Fibonacci Numbers",simple simulation with a single loop; Fibonacci,2478,1.5,false
00369,Fetching from uHunt,"5.4b, Binomial Coefficients",be careful with overflow issue,,0.0,false
10541,Fetching from uHunt,"5.4b, Binomial Coefficients",a good combinatorics problem,,0.0,true
11955,Fetching from uHunt,"5.4b, Binomial Coefficients",pure application; DP,,0.0,false
12712,Fetching from uHunt,"5.4b, Binomial Coefficients",the answer is sum i=M to N of C(L*L;i)*i!; but simplify the computation of this formula instead of running it directly,,0.0,false
election,election,"5.4b, Binomial Coefficients",compute the answers with help of binomial coefficients,213,6.2,false
lc0118,to replace with LeetCode link soon...,"5.4b, Binomial Coefficients",basic bottom-up DP to generate Pascal's triangle; top-100-liked,0,2.0,false
lockedtreasure,lockedtreasure,"5.4b, Binomial Coefficients",the answer is nCm-1,321,2.8,false
oddbinom,oddbinom,"5.4b, Binomial Coefficients",OEIS A006046,245,3.5,false
10007,Fetching from uHunt,"5.4c, Catalan Numbers",answer is Cat(n) * n!; BigInteger,,0.0,false
10223,Fetching from uHunt,"5.4c, Catalan Numbers",you can precalculate the answers as there are only 19 Catalan Numbers < 2^{32}-1,,0.0,false
10312,Fetching from uHunt,"5.4c, Catalan Numbers",number of binary bracketing = Cat(n); number of bracketing = Super-Catalan numbers,,0.0,false
catalan,catalan,"5.4c, Catalan Numbers",basic Catalan Numbers,521,3.6,false
catalansquare,catalansquare,"5.4c, Catalan Numbers",Catalan Numbers++; follow the description,507,3.5,false
fiat,fiat,"5.4c, Catalan Numbers",N-th Catalan Number; use Fermat's little theorem,75,6.7,false
lc0096,to replace with LeetCode link soon...,"5.4c, Catalan Numbers",Catalan numbers; pre-calculateable 1 to 19,0,4.0,false
11310,Fetching from uHunt,"5.4d, Others, Easier",requires DP: let dp[i] be the number of ways the cakes can be packed for a box 2*i,,0.0,false
11401,Fetching from uHunt,"5.4d, Others, Easier",spot the pattern,,0.0,false
11597,Fetching from uHunt,"5.4d, Others, Easier",uses knowledge of graph theory; the answer is very trivial,,0.0,false
12463,Fetching from uHunt,"5.4d, Others, Easier",double the socks and the shoes to simplify the problem,,0.0,false
character,character,"5.4d, Others, Easier",OEIS A000295,841,2.4,false
honey,honey,"5.4d, Others, Easier",OEIS A002898,415,2.4,false
integerdivision,integerdivision,"5.4d, Others, Easier","count frequencies of each remainder of [0..d-1]; add C(freq, 2) per such remainder",242,3.3,false
lc1175,to replace with LeetCode link soon...,"5.4d, Others, Easier","let k be number of primes up to n; output k! * (n-k)!, mod 10^9+7",0,2.0,false
01224,Fetching from uHunt,"5.4e, Others, Harder",LA 3904 - Seoul07; derive formula from observing the small instances first,,0.0,false
10784,Fetching from uHunt,"5.4e, Others, Harder",the number of diagonals in n-gon = n*(n-3)/2; use it to derive the solution,,0.0,false
11069,Fetching from uHunt,"5.4e, Others, Harder",use Dynamic Programming,,0.0,false
11538,Fetching from uHunt,"5.4e, Others, Harder",count along rows; columns; and diagonals,,0.0,false
anagramcounting,anagramcounting,"5.4e, Others, Harder",use Big Integer,1117,3.1,false
incognito,incognito,"5.4e, Others, Harder",count frequencies; combinatorics; minus one,791,2.7,false
tritiling,tritiling,"5.4e, Others, Harder",there are two related recurrences here; also available at UVa 10918 - Tri Tiling,465,2.1,false
01636,Fetching from uHunt,"5.5a, Probability, Easier","LA 4596 - NorthEasternEurope09; ad hoc probability question, one tricky special case involving all zeroes",,0.0,false
10238,Fetching from uHunt,"5.5a, Probability, Easier","DP; s: (dice_left, score); try F values; Big Integer; no need to simplify the fraction; see UVa 10759",,0.0,false
10491,Fetching from uHunt,"5.5a, Probability, Easier",two ways to get a car: either pick a cow first; then switch to a car; or pick a car first; and then switch to another ca...,,0.0,false
11181,Fetching from uHunt,"5.5a, Probability, Easier",iterative brute force; try all possibilities,,0.0,false
bobby,bobby,"5.5a, Probability, Easier",computation of expected value,618,2.8,false
